cell_line_id,IIR_score_norm,IIR_group,ImmuneScore_norm,PD1_signature,DPI_norm
ACH-000984,0.39997392046875657,Low,0.007869637666847265,-0.20573994852405939,0.6126408673746137
ACH-002678,0.4383486629075126,High,0.0956928107407839,0.22791279353281804,0.613378898182458
ACH-001409,0.415933613355376,High,0.018663598903763345,0.11667265957511173,0.6127315755061089
ACH-001707,0.46055525038300693,High,0.022822479989725447,1.1617610254940598,0.6127665250787577
ACH-000117,0.40096231857026826,Mid,0.014184649521081146,-0.21694724105026428,0.612693936207556
ACH-000999,0.44078836499876584,High,0.1486986353435026,-0.00633726526361398,0.6138243379244163
ACH-000633,0.4066950374877797,Mid,0.000769097303855434,-0.005663186191671324,0.6125811972743792
ACH-000520,0.39242096882454636,Low,0.005707083397264956,-0.26807251817274586,0.6125753116625406
ACH-000176,0.40554630864905067,Mid,0.010196389781961666,-0.11445597533525989,0.6126937811992264
ACH-000017,0.3953278321022033,Low,0.0018949194546833347,-0.28396075836765805,0.6125906582332853
ACH-000020,0.417164961146398,High,0.017096056345242153,0.15480024467112377,0.6127184025056319
ACH-001385,0.40606334207514067,Mid,0.004401475875673933,-0.040837671385735096,0.6126117223305565
ACH-000587,0.39624925023516616,Low,0.0040531493733496245,-0.1860545953124783,0.6125797498016974
ACH-000785,0.40149413810149837,Mid,0.0015344614270789685,-0.13437588270661932,0.6125876290882432
